
;WALLET;PLANTA;X;Y;HORA UTC;Areglado todo ;LINK DIRECTO A LAND;;;;;;;;;;;;;;;;;;
;0xc9d58a613f541215be667b188a3edad992895eba;6108d209182dde9331087764;-13;15;23:44:02;https://marketplace.plantvsundead.com/farm/#/farm/6108d209182dde9331087764;https://marketplace.plantvsundead.com/farm/other/0xc9d58a613f541215be667b188a3edad992895eba#/farm/6108d209182dde9331087764;;;;;;;;;;;;;;;;;;
;0x9cd4ddf0744723f8f89a68f83d88e9a6ba4e9691;61076fd5167260c816cfcbad;8;16;23:44:02;https://marketplace.plantvsundead.com/farm/#/farm/61076fd5167260c816cfcbad;https://marketplace.plantvsundead.com/farm/other/0x9cd4ddf0744723f8f89a68f83d88e9a6ba4e9691#/farm/61076fd5167260c816cfcbad;;;;;;;;;;;;;;;;;;
;0xd8b30f8998e7e3abc5d9ec2ef06073e2d713fac5;61073ac8a18a742752b6fcd3;-7;15;23:44:02;https://marketplace.plantvsundead.com/farm/#/farm/61073ac8a18a742752b6fcd3;https://marketplace.plantvsundead.com/farm/other/0xd8b30f8998e7e3abc5d9ec2ef06073e2d713fac5#/farm/61073ac8a18a742752b6fcd3;;;;;;;;;;;;;;;;;;
;0x3f07b4ae6b38b99c3569176dee66aae7d1b7b92e;610c259cf9d55b001d927708;-10;16;23:43:22;https://marketplace.plantvsundead.com/farm/#/farm/610c259cf9d55b001d927708;https://marketplace.plantvsundead.com/farm/other/0x3f07b4ae6b38b99c3569176dee66aae7d1b7b92e#/farm/610c259cf9d55b001d927708;;;;;;;;;;;;;;;;;;
;0x082bfc3d79387bf99c3a6183345b6b82f88056fe;610788cfd13b7224d99c9f1e;-2;10;23:42:57;https://marketplace.plantvsundead.com/farm/#/farm/610788cfd13b7224d99c9f1e;https://marketplace.plantvsundead.com/farm/other/0x082bfc3d79387bf99c3a6183345b6b82f88056fe#/farm/610788cfd13b7224d99c9f1e;;;;;;;;;;;;;;;;;;
;0xcd3ee0494deb60ff8967f84739fd93dd9386fb03;610777e85929e8eb163504fd;-11;-3;23:42:51;https://marketplace.plantvsundead.com/farm/#/farm/610777e85929e8eb163504fd;https://marketplace.plantvsundead.com/farm/other/0xcd3ee0494deb60ff8967f84739fd93dd9386fb03#/farm/610777e85929e8eb163504fd;;;;;;;;;;;;;;;;;;
;0x1c75a8be04ccf2c4a3a7b0a3ea88f9c1620b598a;6107479d24f6e71251d23ccd;15;-6;23:42:51;https://marketplace.plantvsundead.com/farm/#/farm/6107479d24f6e71251d23ccd;https://marketplace.plantvsundead.com/farm/other/0x1c75a8be04ccf2c4a3a7b0a3ea88f9c1620b598a#/farm/6107479d24f6e71251d23ccd;;;;;;;;;;;;;;;;;;
;0xeda679cd559e2736bc00c870183ad7254312a20b;61075cba16726021b7cfc545;13;-16;23:42:46;https://marketplace.plantvsundead.com/farm/#/farm/61075cba16726021b7cfc545;https://marketplace.plantvsundead.com/farm/other/0xeda679cd559e2736bc00c870183ad7254312a20b#/farm/61075cba16726021b7cfc545;;;;;;;;;;;;;;;;;;
;0xf81099bbb1a3f09b0c59ebb99e46d416bfb0710f;610a85a0b624530030b6ef9e;-11;-15;23:42:46;https://marketplace.plantvsundead.com/farm/#/farm/610a85a0b624530030b6ef9e;https://marketplace.plantvsundead.com/farm/other/0xf81099bbb1a3f09b0c59ebb99e46d416bfb0710f#/farm/610a85a0b624530030b6ef9e;;;;;;;;;;;;;;;;;;
;0x67821879982531cb65fef8eaf275731f4c3dc53e;610b0ce1955d220023fc5f02;15;8;23:42:46;https://marketplace.plantvsundead.com/farm/#/farm/610b0ce1955d220023fc5f02;https://marketplace.plantvsundead.com/farm/other/0x67821879982531cb65fef8eaf275731f4c3dc53e#/farm/610b0ce1955d220023fc5f02;;;;;;;;;;;;;;;;;;
;0x99c103d4fe8d95ce93bfd5f27b0d933c5495aeef;6107b8cf8ff48e097faffe28;-15;3;23:42:16;https://marketplace.plantvsundead.com/farm/#/farm/6107b8cf8ff48e097faffe28;https://marketplace.plantvsundead.com/farm/other/0x99c103d4fe8d95ce93bfd5f27b0d933c5495aeef#/farm/6107b8cf8ff48e097faffe28;;;;;;;;;;;;;;;;;;
;0x3f07b4ae6b38b99c3569176dee66aae7d1b7b92e;610c1d8841998e002998631e;-10;16;23:42:14;https://marketplace.plantvsundead.com/farm/#/farm/610c1d8841998e002998631e;https://marketplace.plantvsundead.com/farm/other/0x3f07b4ae6b38b99c3569176dee66aae7d1b7b92e#/farm/610c1d8841998e002998631e;;;;;;;;;;;;;;;;;;
;0xe2b0c9f604067d7e2b2dce4129da15a080727742;61082b1adf29fd8b672c77f0;-16;0;23:42:10;https://marketplace.plantvsundead.com/farm/#/farm/61082b1adf29fd8b672c77f0;https://marketplace.plantvsundead.com/farm/other/0xe2b0c9f604067d7e2b2dce4129da15a080727742#/farm/61082b1adf29fd8b672c77f0;;;;;;;;;;;;;;;;;;
;0x3f07b4ae6b38b99c3569176dee66aae7d1b7b92e;610c22efbc0ff9001d02a613;-10;16;23:42:10;https://marketplace.plantvsundead.com/farm/#/farm/610c22efbc0ff9001d02a613;https://marketplace.plantvsundead.com/farm/other/0x3f07b4ae6b38b99c3569176dee66aae7d1b7b92e#/farm/610c22efbc0ff9001d02a613;;;;;;;;;;;;;;;;;;
;0xcd3ee0494deb60ff8967f84739fd93dd9386fb03;61077895d13b7265649c9800;-11;-3;23:41:31;https://marketplace.plantvsundead.com/farm/#/farm/61077895d13b7265649c9800;https://marketplace.plantvsundead.com/farm/other/0xcd3ee0494deb60ff8967f84739fd93dd9386fb03#/farm/61077895d13b7265649c9800;;;;;;;;;;;;;;;;;;
;0xd99af100c88adc799c9b851edf324df3ee8bda6c;61073ee568a1a276cb9599b1;5;16;23:41:31;https://marketplace.plantvsundead.com/farm/#/farm/61073ee568a1a276cb9599b1;https://marketplace.plantvsundead.com/farm/other/0xd99af100c88adc799c9b851edf324df3ee8bda6c#/farm/61073ee568a1a276cb9599b1;;;;;;;;;;;;;;;;;;
;0xc9d58a613f541215be667b188a3edad992895eba;610a8fcf2cc1b300222bd89a;-13;15;23:41:31;https://marketplace.plantvsundead.com/farm/#/farm/610a8fcf2cc1b300222bd89a;https://marketplace.plantvsundead.com/farm/other/0xc9d58a613f541215be667b188a3edad992895eba#/farm/610a8fcf2cc1b300222bd89a;;;;;;;;;;;;;;;;;;
;0xeccb261a31e46752c89fa57d0948196af9027c4a;61073a0713754b7095d5416e;-5;-13;23:41:31;https://marketplace.plantvsundead.com/farm/#/farm/61073a0713754b7095d5416e;https://marketplace.plantvsundead.com/farm/other/0xeccb261a31e46752c89fa57d0948196af9027c4a#/farm/61073a0713754b7095d5416e;;;;;;;;;;;;;;;;;;
;0xa3b67264ef0aeb2284570c22abb57f683e8b75fd;610882264b9fb20d1124b547;-3;-10;23:41:22;https://marketplace.plantvsundead.com/farm/#/farm/610882264b9fb20d1124b547;https://marketplace.plantvsundead.com/farm/other/0xa3b67264ef0aeb2284570c22abb57f683e8b75fd#/farm/610882264b9fb20d1124b547;;;;;;;;;;;;;;;;;;
;0x66c409501e5fa822f8b151418773521d45f84bee;61086091df29fd99152cb5fd;16;4;23:40:32;https://marketplace.plantvsundead.com/farm/#/farm/61086091df29fd99152cb5fd;https://marketplace.plantvsundead.com/farm/other/0x66c409501e5fa822f8b151418773521d45f84bee#/farm/61086091df29fd99152cb5fd;;;;;;;;;;;;;;;;;;
;0x38b9e14c9c99e82e27b15c9ec874de5df51caba0;6107c0ec45c39946257cbd25;10;6;23:40:32;https://marketplace.plantvsundead.com/farm/#/farm/6107c0ec45c39946257cbd25;https://marketplace.plantvsundead.com/farm/other/0x38b9e14c9c99e82e27b15c9ec874de5df51caba0#/farm/6107c0ec45c39946257cbd25;;;;;;;;;;;;;;;;;;
;0xfd0675c17eec582fbe33bce7f9ce21b10f4fa0a3;61087872df29fd78f32cc813;8;-10;23:40:32;https://marketplace.plantvsundead.com/farm/#/farm/61087872df29fd78f32cc813;https://marketplace.plantvsundead.com/farm/other/0xfd0675c17eec582fbe33bce7f9ce21b10f4fa0a3#/farm/61087872df29fd78f32cc813;;;;;;;;;;;;;;;;;;
